 (-2.531682948454050397e-01-8.993733153508064971e-17j), (-1.560719688119946436e-01-2.388301518086843093e-16j)
 (-4.819328496172353704e-02+5.074787839303221760e-18j), (4.891426474002598390e-02+4.046104610752089681e-17j)
 (-1.523434092925352312e-01+1.899274499879508670e-16j), (-5.522469583823955835e-02+1.745151501878362218e-16j)
 (-2.435291949045390592e-01-1.017073490044203393e-16j), (-1.463993776203790786e-01-2.535440322862063382e-17j)
 (-2.628529590092262835e-01-1.160851877948440548e-18j), (-1.657120978247345056e-01-4.897602438077956848e-17j)
 (-3.102342208746221575e-01-1.817917391871547887e-16j), (-2.130823757261458284e-01-1.473980951129019076e-16j)
 (-7.781889610456577122e-02+1.168433331046135000e-16j), (1.934387306477104718e-02-1.813887514040372852e-17j)
 (-2.858719337009915096e-01-7.303646280972485680e-17j), (-1.886983004606586078e-01-2.449851133317759300e-16j)
 (-1.140432250242547074e-01-6.898989504135721087e-17j), (-1.685878766949330809e-02-9.785736064245147285e-17j)
 (-3.462642068305138987e-01+1.035745552096113058e-16j), (-2.490690253245576302e-01+1.453484989972445722e-16j)
 (-1.993917601029768227e-01-1.599643235526606519e-16j), (-1.021858944156885246e-01-1.675745960993523572e-16j)
 (-2.638461824016270496e-01-5.860895400727414883e-18j), (-1.666296925094619408e-01-4.292541731678971211e-17j)
 (4.162141538448485556e-02-6.026642807846135850e-18j), (1.388484694985167855e-01-2.792647399950647978e-16j)
 (-1.815215504878338604e-01+4.104319491150983136e-17j), (-8.428399214146378715e-02-1.630199305353765482e-16j)
 (-2.152222564296175644e-01-3.313717234095479922e-17j), (-1.179742538469188140e-01-4.731350876949029564e-17j)
 (-2.341646776745769931e-01-2.407033414546146789e-16j), (-1.369062908580033766e-01-2.805924268704362392e-16j)
 (-2.332190249372359525e-01+9.709404843170378459e-17j), (-1.359503138956482948e-01-1.062354787202245829e-16j)
 (-8.443968922500379171e-02+2.005566563788741693e-16j), (1.283928602636787153e-02+4.614790334264186447e-17j)
 (-2.215307563393514867e-01-1.707739276325583820e-16j), (-1.242415768997606473e-01-8.429962931595473680e-17j)
 (-9.167156934302388149e-02-6.467154489340175993e-17j), (5.627754256925771026e-03+7.489277278308233045e-17j)
 (-3.182030357631127071e-01-4.260328729881711568e-17j), (-2.208936280369232508e-01+5.048360411348886973e-18j)
 (-1.417660584211154484e-01-2.553587156724039648e-17j), (-4.444662660902686663e-02-3.567247070109490436e-17j)
 (-1.648453732320876719e-01-8.254491586242272329e-17j), (-6.751597738062599385e-02-9.700081382113360915e-17j)
 (-1.030493542787433575e-01+7.504733935529729172e-17j), (-5.710054440582201796e-03+1.584593086357156415e-16j)
 (-2.634239815257885531e-02-1.737040924239176889e-16j), (7.100674561349713809e-02-5.060316789619150002e-17j)
 (-2.996118866763243238e-01-8.812344774798523999e-17j), (-2.022529590471919825e-01-2.556075705641754910e-16j)
 (-3.946768256278937459e-02-2.024882743575061433e-17j), (5.790096885850477826e-02-2.395749004453599683e-17j)
 (-2.508075345706428649e-01-1.124016109138245680e-18j), (-1.534292194340820259e-01-3.675815009904041926e-17j)
 (-1.527957135766392083e-01-3.696077393255080427e-17j), (-5.540779480766842846e-02-7.770765300218855711e-17j)
 (-2.165337806570116208e-01-1.032770162521633832e-16j), (-1.191363183444137663e-01+2.021479026379814659e-17j)
 (-2.611101382475985444e-01-9.070819927971783251e-17j), (-1.637031924860446463e-01-2.735396646333636954e-16j)
 (-1.087121246735616442e-01+1.436816736823196728e-16j), (-1.129575556357416410e-02-8.296286224738874072e-17j)
 (-2.744466563192720088e-01-3.379745993432794174e-16j), (-1.770209239671873824e-01-3.591906875828176249e-16j)
 (-2.746950809730656085e-01-2.408374538752193424e-17j), (-1.772600454909977474e-01-9.316318536393108102e-17j)
 (-8.212012131927176606e-02+5.499068336648795037e-17j), (1.532415717492542628e-02-7.966911025748640173e-17j)
 (-1.646062649799527877e-01-4.320813658579246795e-17j), (-6.715280359718310554e-02+4.260599102798474757e-17j)
 (-3.990228970753348370e-02+9.266925673546456561e-17j), (5.756029443458514361e-02+6.398765049178863044e-17j)
 (-4.936490633409156004e-02-1.505923037908429301e-16j), (4.810674043252534393e-02-1.280348948336142842e-16j)
 (-2.055690102390216323e-01-6.125877461001482262e-17j), (-1.080883609883496743e-01-5.310092575610929482e-17j)
 (-1.926356568961306859e-01+3.327996854333472036e-17j), (-9.514606530740157830e-02-1.576300769328808156e-16j)
 (-2.307582579747035623e-01-1.776594787895793277e-16j), (-1.332597841994324628e-01-1.750597110577577839e-16j)
 (-4.181046759613635255e-02+6.853921252704572068e-17j), (5.569682820868138151e-02-9.285185332197007898e-18j)
 (-1.255256051757887570e-01+7.265970933104972096e-17j), (-2.800954750386321773e-02+2.125440834888515197e-16j)
 (-1.424544727481960593e-02-1.440682662957101100e-16j), (8.327931209636857401e-02-1.844664930517308290e-16j)
 (-1.694765548805132194e-01+1.034324569623799164e-16j), (-7.194315398327634503e-02+1.221836657728809511e-16j)
 (-7.129792543030771812e-02+8.675315850349869460e-17j), (2.624405681443228722e-02+7.907612620803618909e-17j)
 (-3.247881857357491353e-01+7.331933793278989604e-17j), (-2.272376823273467294e-01-8.157559846263922457e-17j)
 (-2.826982658461061337e-01-6.679731298793976766e-17j), (-1.851393014631392275e-01-3.173922001685046973e-16j)
 (-1.840839660023881330e-01+7.035892390081823160e-17j), (-8.651660083917535327e-02-1.215860569235387153e-17j)
 (-1.435836416985034891e-01+1.247416510634803028e-16j), (-4.600793595454667761e-02-6.318586265644486364e-17j)
 (-3.927232504187823381e-02-1.978446364527507110e-17j), (5.831166107817453009e-02-8.495340322596349302e-17j)
 (-5.855364996841090630e-02+2.791211577461098371e-16j), (3.903855631798066467e-02-4.045874895416794354e-17j)
 (-1.187564816225461506e-01+8.457557909764303149e-17j), (-2.115611538464476360e-02+2.444126783016260714e-17j)
 (-2.316058174432729377e-01+7.579583187759981943e-17j), (-1.339973514737244353e-01-1.660011612490599474e-16j)
 (-1.182729943764777025e-01+3.625154985768298642e-17j), (-2.065648890014412653e-02-1.646142633825436334e-16j)
 (3.284144205868552713e-02-5.389183768841031320e-17j), (1.304659268119822690e-01-2.776024683292643038e-16j)
 (-2.246272543122079801e-02+1.224765223321964224e-16j), (7.516967836429423733e-02+9.814785228577823370e-17j)
 (-6.703525798964239668e-02-5.231810468252044617e-17j), (3.060500460845994031e-02-8.186590714684936587e-17j)
 (-3.235139970948271160e-02-1.876758805600866594e-16j), (6.529666144672721662e-02-7.333682746908480372e-17j)
 (-7.695993635581273307e-02+5.766120884259130479e-17j), (2.069586310921277261e-02-1.549889706051014883e-17j)
 (-1.240901144091173247e-01+1.105559904962614358e-16j), (-2.642663688934229413e-02-2.856423797037259158e-17j)
 (-1.915494093938470144e-01+1.053367090005519884e-16j), (-9.387831407812607942e-02-3.388906654757349679e-17j)
 (-2.141673469852808931e-01+2.753337176850979965e-17j), (-1.164886941371178763e-01-2.948446710035728415e-16j)
 (-3.173920692105118568e-02-4.267771777795824196e-17j), (6.594694319138699745e-02-6.182243776696287272e-17j)
 (-2.222989934765091657e-01-2.414048079430663013e-17j), (-1.246054063725885730e-01-9.895617033935100983e-17j)
 (-1.292671065681666176e-01-6.672192361735268254e-17j), (-3.156614275014501397e-02-1.525120993961043503e-16j)
 (-4.694203628433439857e-01+4.908293969789282486e-17j), (-3.717120825931543027e-01-8.104183011781512863e-17j)
 (-1.896001817747103857e-01-1.435170498659473642e-16j), (-9.188464537879961758e-02-1.074306008441255472e-16j)
 (1.917250498191128139e-02-9.135284856182961884e-17j), (1.168952372326188816e-01-1.418022166042316313e-16j)
 (-1.165589142870466915e-01+2.154263263021495511e-16j), (-1.882904647690628736e-02+8.472181390557674951e-17j)
 (2.258072995491494650e-03+9.681929060522500049e-17j), (9.999501606529810627e-02-7.112043301513895904e-17j)
 (3.257775268189835871e-02+1.888570097156277449e-16j), (1.303217107072387193e-01+1.414977120679591733e-16j)
 (-9.490819542101527895e-02-2.910247765419480623e-17j), (2.842717251397702816e-03-2.631569296922942836e-16j)
 (-5.302411500469718375e-02+2.578321901584027616e-17j), (4.473369200203759083e-02-2.081862803210275527e-16j)
 (-1.076567905576689965e-01-1.809676848652023436e-18j), (-9.892149533617604351e-03+1.490485399168959617e-16j)
 (1.333289490518305143e-02-1.136627465301849840e-16j), (1.111043096253289952e-01-1.519773922104750390e-16j)
 (-5.404065431846855061e-02+2.725386870804222166e-16j), (4.373747377237064554e-02+2.234743734127500926e-16j)
 (-3.298736230587415719e-01+2.941269866403802140e-18j), (-2.320888419267529423e-01-1.046419020579872361e-17j)
 (-1.947244900212493912e-01+9.057007930859746911e-17j), (-9.693311618175959321e-02-1.666832023058547925e-16j)
 (-2.786550117105643931e-01-2.707300967532013140e-17j), (-1.808571055012896944e-01-9.882465451604423431e-17j)
 (-9.484150349423507709e-02+1.127744917029392910e-16j), (2.962874743077902051e-03-8.498903171058455335e-17j)
 (-1.597262668903156602e-01-1.692474515631464018e-16j), (-6.191547697070462486e-02-3.612453972394605603e-17j)
 (-2.886941965540873456e-02-1.706333323979513167e-16j), (6.894772159680440105e-02-5.121056130684758027e-17j)
 (-1.063630853545361743e-01-1.022850857709034151e-16j), (-8.539653123335960716e-03-2.774937307894763821e-16j)
 (-1.848390198216714464e-01+1.967520199840716888e-16j), (-8.700935696898016991e-02+6.534009624710973705e-17j)
 (-2.577913658822672538e-02+4.014707743793639500e-18j), (7.205669652461456354e-02-1.574642916905667265e-16j)
 (-7.763705659993347385e-03+1.078801288120104489e-16j), (9.007823734785032344e-02+1.354145394868442946e-17j)
 (-5.808811492261611864e-02+2.448123938276929481e-17j), (3.975987761131218046e-02-1.557886598854304598e-16j)
 (-2.520830852265530941e-01-9.180346135507202090e-17j), (-1.542291035391894216e-01+4.339079640867747228e-17j)
 (-1.496098774037738222e-01+1.508975234024235699e-16j), (-5.174996693932137903e-02-5.440678827907745071e-17j)
 (-3.295468178371648849e-01-3.063311308463615028e-16j), (-2.316810389756270572e-01-2.033485298624714288e-16j)
 (8.684010633051404693e-02-7.845649755637575864e-17j), (1.847116932055125338e-01-3.532934725447208415e-17j)
 (-1.509282497328284789e-02+9.709838401709990626e-17j), (8.278450952796839735e-02-6.431185244660174945e-17j)
 (-1.111780761865651668e-01-3.362583218499419162e-17j), (-1.329505444981552917e-02-8.902306355763746935e-17j)
 (-1.722678536754025103e-01+8.759083725640837468e-17j), (-7.437920509741782760e-02+6.216494912584302083e-17j)
 (-9.835145796482848424e-02-2.056597472818604789e-17j), (-4.572429433441632662e-04+5.067511789508666395e-17j)
 (-2.138291245104529947e-01+2.073710240566800487e-16j), (-1.159294034466385598e-01+9.068199895140994374e-17j)
 (-1.163738098346705080e-01-2.318211416468143641e-17j), (-1.846864313309289074e-02-3.041017599185690120e-17j)
 (-1.541748227194560394e-01+1.214906594307469834e-16j), (-5.626427078804233789e-02-1.862168314736606051e-16j)
 (-3.745885746341083566e-02-1.171490758177727406e-16j), (6.045701928658943347e-02+7.720180804233406720e-17j)
 (-2.540876771439568582e-01+1.520244336898718075e-16j), (-1.561665359899052086e-01-1.933277002606175528e-16j)
 (-2.908981240395298040e-01+6.782542838516173587e-17j), (-1.929717788992099670e-01+1.146907711988806351e-16j)
 (-8.164447642768501989e-02+8.074550863917225418e-17j), (1.628701227790881056e-02-1.323568734826757379e-16j)
 (1.046316440325352620e-01+2.485005646317813349e-17j), (2.025682158792355692e-01+3.875972792455063490e-17j)
 (-1.254508266730602617e-01+1.639691903957301778e-16j), (-2.750923211255767303e-02+3.400753738468981918e-17j)
 (-1.528595673100815733e-01-1.702719185778516706e-16j), (-5.491301046617997478e-02-3.256649621162819155e-17j)
 (-2.922428625534362334e-01+7.501166134900772021e-17j), (-1.942914038596001425e-01-8.138123826169714762e-17j)
 (-2.675913331386420291e-03-2.591172794719949396e-16j), (9.528038677589356631e-02-4.293457346244962866e-16j)
 (-6.806875606778824139e-02-7.018716570126720066e-17j), (2.989232501346043847e-02-1.234007281643341189e-16j)
 (-2.131648299211464370e-01+1.967519907939161762e-16j), (-1.151990283083556832e-01+7.570462359680445291e-17j)
 (-1.048201273908185988e-01-2.090776611598412739e-16j), (-6.849665691824532131e-03-1.925111702182895051e-16j)
 (-3.937428414827270906e-02-5.285351072877942954e-18j), (5.860077718871016528e-02-1.430116503731923985e-16j)
 (-3.655001840441395033e-02-1.788136327519360444e-16j), (6.142958211950567265e-02-1.217203782152154296e-16j)
 (-8.425258928622891830e-03-6.773420324317226407e-17j), (8.955882032838038964e-02-1.751887891401716530e-16j)
 (-1.974092507243396799e-01+9.926232495382566398e-17j), (-9.942075319086900176e-02-1.567048271351225753e-17j)
 (-1.660147927046715655e-01-2.679915648651908760e-16j), (-6.802193735407581487e-02-3.540204581266061683e-16j)
